t	0000ul_dec	0000ul_irf	0000ul_fit	0000ul_res	0250ul_dec	0250ul_irf	0250ul_fit	0250ul_res	0500ul_dec	0500ul_irf	0500ul_fit	0500ul_res	0750ul_dec	0750ul_irf	0750ul_fit	0750ul_res	1000ul_dec	1000ul_irf	1000ul_fit	1000ul_res
77.97	357	1.99678	361.936	0.25917	189	1.99678	210.003	1.43912	123	1.99678	126.036	0.27238	71	2.4382	72.2435	0.15129	39	2.19766	35.1388	-0.64957
78.025	352	4	361.089	0.48147	238	4	209.595	-1.95392	117	4	125.917	0.79935	69	3.78636	72.229	0.3919	24	3.93158	35.3843	1.90921
78.08	362	1.99714	359.701	-0.122	199	1.99714	208.574	0.66034	112	1.99714	125.137	1.17348	72	1.98586	71.6612	-0.04136	36	1.95687	34.8816	-0.19276
78.134	332	3.00227	358.699	1.42442	207	3.00227	207.992	0.06925	117	3.00227	124.831	0.70134	74	2.99133	71.5557	-0.29936	33	3.01867	34.9614	0.33693
78.189	349	3.01538	357.594	0.45859	212	3.01538	207.287	-0.33033	135	3.01538	124.39	-0.95669	51	3.58127	71.425	2.48708	42	3.26438	34.9161	-1.21289
78.244	341	5.99759	356.979	0.85769	200	5.99759	207.124	0.49852	129	5.99759	124.524	-0.40268	72	5.83883	71.6626	-0.04098	37	5.97034	35.4479	-0.27018
78.299	357	4.00121	355.719	-0.0687	198	4.00121	206.225	0.58146	139	4.00121	123.862	-1.35635	64	4.16767	71.2411	0.87811	29	4.03643	35.0733	1.0467
78.354	338	5.99821	355.005	0.91316	188	5.99821	205.943	1.2649	114	5.99821	123.864	0.88303	64	5.9068	71.4095	0.89927	33	5.99658	35.4786	0.43002
78.409	373	4	353.751	-1.03069	201	4	205.049	0.28504	121	4	123.205	0.19707	70	3.76696	70.8996	0.10927	34	3.85708	35.0582	0.18391
78.464	320	4.00074	352.718	1.75441	195	4.00074	204.41	0.67176	128	4.00074	122.825	-0.46453	74	4.04968	70.7555	-0.38505	29	4.03279	35.0453	1.05951
78.519	356	4.00036	351.688	-0.23129	201	4.00036	203.774	0.19722	126	4.00036	122.446	-0.32218	71	4.03768	70.5695	-0.05117	30	4.01514	34.9986	0.88058
78.573	355	3.99564	350.66	-0.23405	209	3.99564	203.139	-0.41711	114	3.99564	122.069	0.73555	71	3.77771	70.3341	-0.07859	32	3.9008	34.929	0.51422
78.628	350	1.97307	349.307	-0.03732	212	1.97307	202.141	-0.7032	121	1.97307	121.304	0.02758	73	1.38444	69.6582	-0.39475	32	1.67755	34.3712	0.41278
78.683	340	0.97426	348.013	0.43363	162	0.97426	201.221	2.78187	125	0.97426	120.628	-0.39617	80	1.92997	69.438	-1.2486	37	1.3965	34.1318	-0.50355
78.738	340	5.99635	347.651	0.41435	214	5.99635	201.34	-0.90326	107	5.99635	121.061	1.28065	70	5.76322	69.9085	-0.01097	34	5.96519	34.9863	0.17376
78.793	322	2.00562	346.098	1.31467	195	2.00562	200.104	0.36616	127	2.00562	120.032	-0.63755	73	1.6317	69.0005	-0.4788	31	1.76106	34.0962	0.5408
78.848	350	3	345.143	-0.26443	180	3	199.556	1.40846	122	3	119.749	-0.20664	63	3.48936	69.061	0.72966	38	3.25505	34.2696	-0.63976
78.903	340	3.99725	344.247	0.23256	221	3.99725	199.065	-1.58902	126	3.99725	119.522	-0.59024	69	3.58508	68.8744	-0.01524	29	3.81617	34.3157	0.90867
78.957	316	2.00211	342.921	1.48221	174	2.00211	198.089	1.7385	117	2.00211	118.775	0.1625	56	2.26768	68.4115	1.52519	27	2.09025	33.8716	1.17464
79.012	311	5.02209	342.308	1.71454	182	5.02209	197.916	1.15196	116	5.02209	118.888	0.26464	73	5.52466	68.792	-0.51452	35	5.29683	34.4576	-0.0914
79.067	367	6.00502	341.533	-1.39028	195	6.00502	197.541	0.18501	107	6.00502	118.775	1.0865	64	5.85588	68.7702	0.57942	43	5.93938	34.6402	-1.42671
79.122	316	5.00592	340.491	1.33519	192	5.00592	196.864	0.35389	137	5.00592	118.334	-1.72569	63	4.87035	68.504	0.65837	34	4.93287	34.4822	0.08408
79.177	307	4.00805	339.397	1.76623	175	4.00805	196.134	1.54226	115	4.00805	117.84	0.26461	65	3.49332	68.1046	0.36932	37	3.76582	34.2298	-0.48141
79.232	372	1.99878	338.086	-1.84346	204	1.99878	195.169	-0.63863	105	1.99878	117.099	1.12446	76	2.30779	67.6674	-0.98429	43	2.11328	33.8002	-1.60689
79.287	341	4	337.324	-0.1999	175	4	194.823	1.43391	112	4	117.024	0.4678	81	3.69109	67.6794	-1.57717	23	3.89413	34.0622	1.97273
79.342	358	2.00468	336.022	-1.20458	182	2.00468	193.865	0.86004	118	2.00468	116.289	-0.15955	82	2.52711	67.2602	-1.7548	25	2.20453	33.6329	1.57323
79.396	340	4.99115	335.428	-0.24846	211	4.99115	193.703	-1.24683	110	4.99115	116.408	0.6079	76	4.29916	67.3649	-1.0248	31	4.73146	34.0721	0.55881
79.451	334	0	333.699	-0.0163	205	0	192.263	-0.91922	122	0	115.153	-0.6558	65	0.21097	66.3968	0.16816	24	0.01306	32.9994	1.63701
79.506	309	3.98023	333.164	1.31653	181	3.98023	192.177	0.81323	112	3.98023	115.358	0.32136	70	4.24547	66.8273	-0.38257	23	4.17851	33.6898	1.99656
79.561	319	3.00329	332.043	0.71427	188	3.00329	191.414	0.24845	104	3.00329	114.827	1.03387	57	3.04417	66.4373	1.16165	31	2.98753	33.3941	0.4355
79.616	367	4.00121	331.194	-1.97506	211	4.00121	190.957	-1.46742	102	4.00121	114.625	1.21169	67	3.78224	66.3693	-0.07905	35	3.92654	33.518	-0.26618
79.671	326	2.0019	329.913	0.21711	171	2.0019	190.015	1.40479	96	2.0019	113.901	1.70162	47	1.9163	65.8225	2.35896	37	1.931	33.025	-0.70637
79.726	338	1.99726	328.852	-0.5076	176	1.99726	189.328	0.99554	107	1.99726	113.455	0.61698	74	1.56375	65.4754	-1.07211	29	1.8102	32.8478	0.66535
79.781	310	0.00388	327.47	0.96706	174	0.00388	188.283	1.06654	116	0.00388	112.627	-0.32541	56	0.45	64.9578	1.13561	37	0.17192	32.318	-0.77793
79.835	315	4.01811	326.963	0.66358	162	4.01811	188.22	1.96279	108	4.01811	112.851	0.46444	61	4.52827	65.4191	0.55335	32	4.31044	33.0171	0.17111
79.89	306	5.00563	326.187	1.12866	181	5.00563	187.831	0.51393	129	5.00563	112.713	-1.56322	76	5.17702	65.4239	-1.32201	37	5.07943	33.1825	-0.6343
79.945	333	5.9981	325.469	-0.42115	169	5.9981	187.5	1.39138	111	5.9981	112.63	0.15623	61	5.98573	65.4977	0.55086	40	6.0063	33.4276	-1.0971
80	323	5.99241	324.646	0.09234	182	5.99241	187.044	0.37616	94	5.99241	112.411	1.75449	61	6.3692	65.5321	0.56023	48	6.16037	33.5484	-2.41984
80.055	307	7.00519	323.992	0.95004	180	7.00519	186.774	0.50319	119	7.00519	112.388	-0.63494	71	6.18054	65.4737	-0.68663	23	6.65078	33.7541	1.83534
80.11	321	2	322.413	0.07914	195	2	185.472	-0.70501	97	2	111.261	1.3716	69	1.90842	64.5873	-0.54873	43	1.88445	32.7854	-1.74894
80.165	325	4.00293	321.707	-0.18458	172	4.00293	185.167	0.97537	99	4.00293	111.215	1.18641	71	4.15334	64.767	-0.78668	34	4.11907	33.1456	-0.14924
80.219	319	2.99164	320.622	0.0916	203	2.99164	184.428	-1.36915	118	2.99164	110.698	-0.70884	63	2.74722	64.3429	0.17009	27	2.85374	32.8339	1.0242
80.274	330	3.01125	319.653	-0.58465	187	3.01125	183.823	-0.23448	101	3.01125	110.327	0.90592	50	3.36742	64.2467	1.82078	25	3.17774	32.8139	1.41875
80.329	306	4.98703	319.008	0.73369	175	4.98703	183.576	0.63091	105	4.98703	110.336	0.52348	60	5.2094	64.4309	0.57309	30	5.11397	33.1813	0.57241
80.384	301	5.00847	318.156	0.968	177	5.00847	183.086	0.44973	110	5.00847	110.076	0.00753	59	4.74121	64.2567	0.68696	25	4.88394	33.1641	1.48233
80.439	289	3.01	316.978	1.57946	185	3.01	182.233	-0.20494	112	3.01	109.431	-0.25142	57	2.44412	63.6907	0.87854	37	2.72947	32.6936	-0.78191
80.494	321	0.99975	315.691	-0.29879	178	0.99975	181.27	0.24452	93	0.99975	108.675	1.54203	51	1.15606	63.1989	1.59418	29	1.04744	32.2088	0.56823
80.549	317	3	314.953	-0.11527	191	3	180.927	-0.7487	100	3	108.586	0.84826	58	3.37582	63.3388	0.6944	28	3.20208	32.5065	0.80223
80.604	319	4.00068	314.165	-0.27182	180	4.00068	180.515	0.03812	90	4.00068	108.414	1.81539	58	4.02167	63.2895	0.68541	38	4.01496	32.6211	-0.96956
80.658	322	4.00049	313.271	-0.48973	165	4.00049	179.979	1.11066	111	4.00049	108.106	-0.28972	66	4.02885	63.1495	-0.36869	34	4.01241	32.5961	-0.25125
80.713	336	3.99602	312.381	-1.3245	172	3.99602	179.444	0.55573	108	3.99602	107.798	-0.0203	68	3.8535	62.974	-0.64292	41	3.93286	32.5534	-1.54787
80.768	328	3.00688	311.332	-0.93502	206	3.00688	178.733	-2.03171	93	3.00688	107.302	1.44638	55	2.83775	62.6214	0.96361	22	2.91827	32.2927	1.86883
80.823	315	2.0093	310.231	-0.26863	190	2.0093	177.969	-0.90008	109	2.0093	106.752	-0.22604	64	1.62749	62.1739	-0.23007	23	1.82595	31.9569	1.62928
80.878	312	0.99359	309.074	-0.16472	170	0.99359	177.149	0.5337	82	0.99359	106.146	2.40002	61	1.52008	61.8807	0.10999	29	1.2161	31.6702	0.49024
80.933	292	4.99343	308.686	0.9448	163	4.99343	177.185	1.06025	102	4.99343	106.454	0.44079	69	5.59754	62.421	-0.82524	24	5.32443	32.4286	1.54457
80.988	319	5.99785	308.031	-0.62376	184	5.99785	176.9	-0.53035	85	5.99785	106.404	2.13212	64	5.6979	62.3947	-0.20315	34	5.86274	32.6053	-0.2585
81.043	294	3.99318	306.944	0.739	178	3.99318	176.127	-0.14095	110	3.99318	105.829	-0.41684	62	3.65977	61.9461	-0.00684	27	3.81627	32.2213	0.94801
81.097	321	2.99826	305.913	-0.86943	187	2.99826	175.428	-0.88034	111	2.99826	105.342	-0.5646	68	2.9532	61.6503	-0.81225	33	2.97142	31.9952	-0.18178
81.152	290	3.00147	304.994	0.86777	161	3.00147	174.859	1.05945	119	3.00147	104.994	-1.38308	61	3.03913	61.4746	0.06082	35	3.01787	31.9252	-0.54545
81.207	312	3.98063	304.238	-0.44765	174	3.98063	174.468	0.03575	96	3.98063	104.836	0.86455	58	4.59363	61.5989	0.46547	35	4.27107	32.1343	-0.5031
81.262	306	6.01	303.71	-0.13255	183	6.01	174.324	-0.66499	87	6.01	104.935	1.72489	53	5.39696	61.6607	1.11913	33	5.75964	32.4689	-0.0934
81.317	264	2.00228	302.311	2.2331	155	2.00228	173.199	1.39719	112	2.00228	103.982	-0.77554	54	2.02632	60.9324	0.89747	25	1.9507	31.677	1.17424
81.372	289	4	301.676	0.74592	155	4	172.945	1.3813	101	4	103.97	0.28955	59	3.95146	61.0763	0.26633	40	4.02383	32.0132	-1.43448
81.427	311	1.99657	300.499	-0.61756	167	1.99657	172.078	0.38844	119	1.99657	103.297	-1.53977	59	1.7312	60.4992	0.19301	30	1.83709	31.4941	0.26739
81.481	298	2.00281	299.544	0.09088	172	2.00281	171.467	-0.04068	118	2.00281	102.905	-1.45931	65	2.13944	60.3251	-0.59856	33	2.07599	31.4058	-0.28581
81.536	258	1.99118	298.59	2.39179	173	1.99118	170.857	-0.16451	99	1.99118	102.511	0.33837	60	1.70302	60.0062	8E-4	27	1.85752	31.2277	0.7526
81.591	271	0.99098	297.477	1.5521	179	0.99098	170.068	-0.68704	96	0.99098	101.928	0.57849	78	1.32783	59.6764	-2.35902	21	1.12627	30.9208	1.7212
81.646	293	3.97733	296.963	0.23333	180	3.97733	169.95	-0.77178	108	3.97733	102.061	-0.5787	57	4.5279	60.043	0.38856	37	4.27109	31.4596	-0.96284
81.701	309	5.00512	296.298	-0.74977	179	5.00512	169.643	-0.72621	123	5.00512	101.98	-2.06446	64	4.63088	59.9701	-0.51835	34	4.83923	31.5892	-0.4155
81.756	299	3.00079	295.197	-0.22585	168	3.00079	168.846	0.06614	93	3.00079	101.373	0.83494	49	3.04569	59.5654	1.36907	37	2.99272	31.199	-0.99978
81.811	291	4	294.479	0.20606	148	4	168.484	1.60008	88	4	101.236	1.32656	52	3.91195	59.5635	0.97017	40	3.98171	31.3521	-1.47114
81.866	267	2.9999	293.492	1.55985	160	2.9999	167.817	0.6123	104	2.9999	100.77	-0.32139	68	3.09874	59.2747	-1.13487	39	3.02489	31.1169	-1.3241
81.92	297	4.00007	292.78	-0.24847	135	4.00007	167.46	2.55382	104	4.00007	100.637	-0.33803	51	3.90084	59.2647	1.07194	35	3.97445	31.2636	-0.63562
81.975	267	2.9996	291.799	1.45963	149	2.9996	166.798	1.38742	90	2.9996	100.174	1.02885	57	3.08627	58.9768	0.25663	33	3.02015	31.0294	-0.3374
82.03	271	3.99777	291.093	1.18194	177	3.99777	166.444	-0.82202	90	3.99777	100.043	1.00875	71	3.96873	58.9838	-1.54985	35	4.00488	31.1844	-0.66874
82.085	302	3.00585	290.12	-0.70128	171	3.00585	165.788	-0.40483	109	3.00585	99.5838	-0.94424	63	2.83737	58.638	-0.56365	29	2.91038	30.9205	0.34743
82.14	293	2.99649	289.255	-0.22039	167	2.99649	165.256	-0.13519	90	2.99649	99.262	0.93296	60	3.22478	58.5337	-0.19162	29	3.10137	30.8885	0.34869
82.195	311	4.99419	288.721	-1.31459	206	4.99419	165.091	-3.15519	112	4.99419	99.328	-1.28738	63	5.66733	58.8636	-0.537	30	5.32483	31.3326	0.24986
82.25	302	6.99682	288.301	-0.80523	171	6.99682	165.037	-0.45483	105	6.99682	99.5049	-0.55826	56	6.42863	58.9944	0.38374	23	6.7636	31.7238	1.65193
82.305	273	2.9919	287.012	0.82517	156	2.9919	164.006	0.61588	91	2.9919	98.6335	0.77551	50	2.75749	58.2805	1.07499	22	2.82429	30.9668	1.68128
82.359	283	4.00927	286.325	0.19518	165	4.00927	163.668	-0.1029	96	4.00927	98.5134	0.25535	56	4.27677	58.4004	0.31428	28	4.16131	31.1914	0.60075
82.414	283	3.98543	285.527	0.14922	151	3.98543	163.199	0.94649	89	3.98543	98.2494	0.9338	58	3.62105	58.1708	0.02232	27	3.81418	31.1075	0.77016
82.469	287	2.00999	284.412	-0.15337	183	2.00999	162.377	-1.61095	90	2.00999	97.6091	0.78022	71	1.80429	57.6726	-1.75164	28	1.88835	30.6431	0.50149
82.524	261	2.97813	283.672	1.34351	151	2.97813	161.982	0.85407	90	2.97813	97.4304	0.75924	57	3.90006	57.8571	0.11331	40	3.41296	30.8584	-1.68153
82.579	319	6.99943	283.488	-2.10275	158	6.99943	162.195	0.32637	109	6.99943	97.8944	-1.13808	54	6.78885	58.3189	0.56819	27	6.9591	31.6232	0.83789
82.634	263	3	282.217	1.13544	154	3	161.178	0.55936	101	3	97.0321	-0.40926	62	2.0512	57.416	-0.60192	31	2.50244	30.7602	-0.04261
82.689	291	1.00444	281.055	-0.58509	186	1.00444	160.306	-1.99558	85	1.00444	96.3395	1.16545	57	1.68562	57.1232	0.01619	24	1.30061	30.3872	1.12911
82.743	303	5.00526	280.767	-1.30134	184	5.00526	160.413	-1.8621	111	5.00526	96.696	-1.47014	50	5.05593	57.5593	0.98974	39	5.08761	31.0873	-1.38443
82.798	277	2.9832	279.718	0.15849	155	2.9832	159.651	0.36493	86	2.9832	96.1107	1.04531	55	2.63302	57.0254	0.26493	30	2.78189	30.6108	0.1101
82.853	294	2.98351	278.891	-0.88658	160	2.98351	159.146	-0.06673	85	2.98351	95.8063	1.12056	58	3.38865	56.9925	-0.13116	39	3.17889	30.6208	-1.5131
82.908	305	4.01405	278.235	-1.56514	161	4.01405	158.83	-0.16978	95	4.01405	95.7021	0.0732	57	3.4564	56.8654	-0.01758	30	3.77162	30.6988	0.12734
82.963	314	1.98914	277.139	-2.16373	135	1.98914	158.019	1.83712	90	1.98914	95.0663	0.5204	75	2.93206	56.6243	-2.38782	34	2.38361	30.3581	-0.65885
83.018	281	7.00203	277.084	-0.231	169	7.00203	158.374	-0.85536	80	7.00203	95.6784	1.63756	58	6.28089	57.1301	-0.11209	23	6.75604	31.2555	1.49077
83.073	286	1	275.509	-0.62141	169	1	157.01	-0.96203	104	1	94.4411	-1.00144	59	1.19452	56.1353	-0.37017	26	0.98332	30.0827	0.74403
83.128	281	5.00366	275.241	-0.34216	151	5.00366	157.131	0.49319	92	5.00366	94.8071	0.29517	59	4.81228	56.5987	-0.31029	26	5.00003	30.8191	0.89834
83.182	271	2.0021	274.051	0.1834	129	2.0021	156.205	2.20423	110	2.0021	94.0421	-1.70219	62	2.45395	56.0694	-0.77282	28	2.13881	30.2126	0.41406
83.237	277	7.02622	274.01	-0.18165	160	7.02622	156.571	-0.27695	83	7.02622	94.6621	1.24005	59	7.47039	56.8851	-0.2815	40	7.31242	31.2801	-1.67471
83.292	256	6.0268	273.265	1.04684	164	6.0268	156.121	-0.6395	81	6.0268	94.3952	1.41989	52	5.4674	56.5769	0.60861	25	5.73888	31.0995	1.16666
83.347	279	4.00505	272.299	-0.40846	153	4.00505	155.434	0.19806	79	4.00505	93.8774	1.57113	58	3.86045	56.2355	-0.2372	27	3.92414	30.7731	0.71589
83.402	246	3.00873	271.392	1.55561	141	3.00873	154.823	1.1282	72	3.00873	93.4483	2.27494	48	2.44241	55.8423	1.05959	28	2.74362	30.4881	0.47785
83.457	261	0.99722	270.267	0.57036	144	0.99722	153.975	0.80557	95	0.99722	92.7706	-0.23856	53	1.53682	55.473	0.33046	21	1.21279	30.0562	1.70808
83.512	291	5.00414	270.018	-1.29602	155	5.00414	154.11	-0.07215	85	5.00414	93.1453	0.86666	59	5.24324	55.9775	-0.40755	25	5.17512	30.7939	1.13871
83.567	260	3.99402	269.172	0.56132	162	3.99402	153.557	-0.69063	110	3.99402	92.7723	-1.83417	48	3.7424	55.6481	1.019	30	3.84913	30.5487	0.1067
83.621	257	4.0072	268.441	0.7	143	4.0072	153.136	0.83164	85	4.0072	92.5425	0.79702	54	4.2988	55.6469	0.21856	20	4.14734	30.5992	2.03981
83.676	249	4.99436	267.871	1.15829	158	4.99436	152.894	-0.41781	96	4.99436	92.5023	-0.36846	73	4.77066	55.6605	-2.31023	37	4.90616	30.7719	-1.19127
83.731	260	3.01415	266.875	0.42203	150	3.01415	152.17	0.1767	92	3.01415	91.9449	-0.00582	50	2.68188	55.1882	0.69399	20	2.83432	30.3407	1.96594
83.786	300	2.00372	265.929	-2.10758	139	2.00372	151.516	1.01702	80	2.00372	91.4678	1.1985	64	1.86142	54.8535	-1.24213	30	1.93261	30.0591	0.01097
83.841	280	1.99698	265.095	-0.92219	145	1.99698	150.989	0.49031	91	1.99698	91.1307	0.01395	62	2.41667	54.7493	-0.98266	32	2.18724	29.9913	-0.3681
83.896	231	4	264.592	2.08776	148	4	150.829	0.23282	77	4	91.1824	1.50899	44	3.86242	54.8557	1.48493	31	3.96423	30.287	-0.12899
83.951	260	3.00222	263.712	0.22914	158	3.00222	150.237	-0.63788	92	3.00222	90.7658	-0.13165	49	3.42383	54.6667	0.78921	24	3.17257	30.0971	1.12789
84.005	255	4.99306	263.268	0.51319	160	4.99306	150.133	-0.81411	101	4.99306	90.8724	-1.08235	44	4.3351	54.7241	1.49679	37	4.72705	30.3987	-1.17308
84.06	259	2.0244	262.126	0.1957	142	2.0244	149.242	0.59573	76	2.0244	90.1323	1.52788	50	3.14422	54.4123	0.62539	37	2.48028	29.92	-1.26707
84.115	236	8.99108	262.446	1.65036	129	8.99108	149.989	1.7125	90	8.99108	91.147	0.12449	45	8.61622	55.3683	1.47121	27	8.93536	31.3026	0.77979
84.17	281	4.00502	261.2	-1.23246	162	4.00502	148.955	-1.06554	92	4.00502	90.2373	-0.19182	56	4.39418	54.6901	-0.18402	25	4.08005	30.4666	0.98008
84.225	234	8.99418	261.31	1.69806	139	8.99418	149.455	0.85081	89	8.99418	90.9796	0.21685	48	8.85966	55.5143	1.03109	42	9.03101	31.5948	-1.83622
84.28	260	5.00472	260.231	0.01434	147	5.00472	148.603	0.131	62	5.00472	90.263	3.14249	50	4.78772	54.8793	0.66605	26	4.82687	30.9109	0.88202
84.335	295	6	259.748	-2.19707	167	6	148.437	-1.51623	85	6	90.2906	0.58071	61	5.73227	55.0199	-0.81046	25	5.91687	31.1966	1.12925
84.39	243	2.99111	258.668	0.97837	145	2.99111	147.601	0.21099	73	2.99111	89.6011	1.81013	53	2.64661	54.4068	0.19323	37	2.7843	30.5787	-1.1702
84.444	265	3.00568	257.918	-0.44487	168	3.00568	147.15	-1.71001	82	3.00568	89.3318	0.80531	71	3.19322	54.3483	-2.3191	33	3.10542	30.5719	-0.43378
84.499	256	2.98739	257.166	0.07323	149	2.98739	146.696	-0.18878	79	2.98739	89.0583	1.10775	49	2.56895	54.087	0.70468	27	2.79512	30.4395	0.62566
84.554	247	1.00203	256.094	0.57455	143	1.00203	145.886	0.23747	95	1.00203	88.4058	-0.71617	57	1.09932	53.6222	-0.46642	29	1.01651	29.9544	0.17329
84.609	227	2.98641	255.565	1.81144	148	2.98641	145.688	-0.1914	100	2.98641	88.4122	-1.26433	32	3.43261	53.8377	3.00595	27	3.22243	30.2799	0.59882
84.664	254	4.00259	254.989	0.06252	132	4.00259	145.426	1.11498	81	4.00259	88.3414	0.79216	43	3.7883	53.7892	1.48356	36	3.91313	30.3855	-1.03081
84.719	235	2.00475	253.98	1.20255	142	2.00475	144.676	0.22462	85	2.00475	87.7462	0.29709	53	1.49713	53.2313	0.03222	32	1.74566	29.8773	-0.39267
84.774	233	1.00393	253.026	1.27137	135	1.00393	143.998	0.7484	83	1.00393	87.2357	0.45675	53	1.60122	53.0256	0.00355	27	1.26407	29.6318	0.48778
84.829	278	5.0109	252.838	-1.59636	151	5.0109	144.175	-0.57051	78	5.0109	87.6378	1.04468	64	5.46165	53.579	-1.45924	22	5.27244	30.3864	1.54551
84.883	259	4.9881	252.215	-0.42882	137	4.9881	143.843	0.57071	90	4.9881	87.4823	-0.2786	54	4.51122	53.3863	-0.08421	34	4.75821	30.3357	-0.68307
84.938	253	2.99719	251.272	-0.10877	140	2.99719	143.155	0.26273	78	2.99719	86.9469	0.98936	59	3.04659	53.0376	-0.80642	29	2.99651	29.9701	0.18334
84.993	247	3.99621	250.709	0.23265	173	3.99621	142.901	-2.51017	84	3.99621	86.8806	0.31471	51	4.01475	53.0943	0.28471	26	4.02641	30.1425	0.77824
85.048	250	3.00916	249.88	-0.00751	130	3.00916	142.344	1.02867	87	3.00916	86.4869	-0.05606	50	2.68371	52.7457	0.37364	32	2.84348	29.868	-0.40452
85.103	244	1.99966	248.995	0.31439	154	1.99966	141.73	-1.02644	69	1.99966	86.0363	1.84184	51	2.09852	52.4725	0.19996	21	2.03457	29.6119	1.60846
85.158	273	3	248.386	-1.56092	136	3	141.427	0.45546	82	3	85.9197	0.42432	57	3.14963	52.495	-0.6093	29	3.08156	29.7348	0.14026
85.213	251	4.00403	247.834	-0.20056	138	4.00403	141.182	0.26891	103	4.00403	85.8595	-1.84592	48	4.51758	52.6409	0.63155	35	4.24529	29.9446	-0.94789
85.267	238	5.99729	247.503	0.60466	137	5.99729	141.172	0.35819	83	5.99729	86.0457	0.32822	52	5.66254	52.8194	0.1122	22	5.87353	30.3271	1.5768
85.322	257	2.98319	246.465	-0.66866	141	2.98319	140.366	-0.05438	94	2.98319	85.3759	-0.93177	66	2.65546	52.2309	-1.8973	30	2.7905	29.7249	-0.05252
85.377	225	2.01764	245.598	1.30361	129	2.01764	139.767	0.93401	88	2.01764	84.9378	-0.32747	58	1.52263	51.8494	-0.84485	23	1.79088	29.4232	1.19048
85.432	257	0.96992	244.667	-0.78474	122	0.96992	139.102	1.48857	86	0.96992	84.4327	-0.16708	53	2.1223	51.7524	-0.17338	38	1.474	29.2215	-1.61777
85.487	228	6.999	244.837	1.07764	134	6.999	139.664	0.49362	83	6.999	85.2363	0.24161	45	6.56973	52.4605	1.02802	21	6.89702	30.315	1.77809
85.542	261	1.00922	243.378	-1.13381	133	1.00922	138.381	0.46972	83	1.00922	84.0521	0.11352	44	0.29923	51.2725	0.99791	28	0.58227	29.034	0.19426
85.597	257	1	242.569	-0.93197	126	1	137.854	1.03047	85	1	83.6959	-0.1421	54	1.34775	51.1989	-0.38761	36	1.18453	28.9749	-1.34922
85.652	249	2.00074	241.926	-0.45441	128	2.00074	137.512	0.83038	87	2.00074	83.5356	-0.37775	46	2.01976	51.1102	0.72269	32	2.01532	29.0037	-0.56626
85.706	225	2.00127	241.178	1.04723	135	2.00127	137.046	0.17852	82	2.00127	83.2385	0.13686	56	2.06609	50.9352	-0.72191	17	2.02977	28.8942	2.30331
85.761	215	1.99174	240.432	1.62958	133	1.99174	136.58	0.31397	85	1.99174	82.9409	-0.22831	56	1.70531	50.6823	-0.75711	30	1.86188	28.7449	-0.24155
85.816	241	0.98901	239.525	-0.0953	151	0.98901	135.935	-1.31958	79	0.98901	82.4528	0.38391	58	1.38146	50.4175	-1.07232	19	1.15177	28.4629	1.80632
85.871	248	3.00445	239.058	-0.58302	119	3.00445	135.784	1.46398	87	3.00445	82.4935	-0.50845	38	2.61249	50.4472	1.7802	31	2.86043	28.6944	-0.4419
85.926	224	0.00311	237.886	0.90926	123	0.00311	134.837	1.03291	66	0.00311	81.6783	1.77395	46	0.07297	49.7921	0.53569	26	0	27.9797	0.38338
85.981	272	2.99241	237.53	-2.26635	122	2.99241	134.813	1.13202	78	2.99241	81.8561	0.43538	46	3.76077	50.2427	0.59935	24	3.39342	28.5329	0.86703
86.036	226	4.99849	237.18	0.73037	136	4.99849	134.776	-0.10744	79	4.99849	82.0084	0.34434	50	4.70216	50.3513	0.0503	32	4.88149	28.8447	-0.60108
86.091	217	1.98594	236.124	1.25706	136	1.98594	133.942	-0.18139	64	1.98594	81.3034	1.97906	44	1.24521	49.6324	0.82254	34	1.6065	28.1523	-1.09644
86.145	231	0.00704	235.072	0.2684	127	0.00704	133.131	0.54074	83	0.00704	80.6349	-0.27249	57	0.42712	49.2487	-1.11623	27	0.17934	27.6962	0.1308
86.2	208	3.01634	234.73	1.75996	106	3.01634	133.118	2.38964	85	3.01634	80.8219	-0.47546	56	3.22793	49.5451	-0.93494	23	3.15543	28.1668	0.97067
86.255	242	2.99697	234.061	-0.53179	148	2.99697	132.722	-1.34511	66	2.99697	80.5902	1.645	44	3.17736	49.4287	0.78538	32	3.06339	28.1063	-0.71353
86.31	215	4.98672	233.721	1.24625	142	4.98672	132.692	-0.82815	80	4.98672	80.7459	0.08374	41	5.43471	49.7722	1.28719	27	5.22269	28.5556	0.29225
86.365	237	5.01502	233.174	-0.25592	117	5.01502	132.416	1.38255	77	5.01502	80.6324	0.40333	50	3.99345	49.502	-0.07264	30	4.54818	28.4799	-0.28785
86.42	228	0	231.805	0.25361	125	0	131.23	0.55771	83	0	79.5491	-0.38449	41	0.14554	48.6694	1.12806	26	0	27.4799	0.28422
