t	0000ul_dec	0000ul_irf	0000ul_fit	0000ul_res	0250ul_dec	0250ul_irf	0250ul_fit	0250ul_res	0500ul_dec	0500ul_irf	0500ul_fit	0500ul_res	0750ul_dec	0750ul_irf	0750ul_fit	0750ul_res	1000ul_dec	1000ul_irf	1000ul_fit	1000ul_res
160.11	41	1	40.858	-0.02296	35	1	33.3622	-0.29207	22	1	28.3623	1.27245	25	1.19631	24.4229	-0.11417	18	1.08151	18.3656	0.08698
160.165	36	2	40.932	0.80361	29	2	33.4587	0.79094	27	2	28.4718	0.29701	25	1.80403	24.4696	-0.10584	18	1.92652	18.476	0.11324
160.219	42	1	40.7345	-0.20619	41	1	33.2478	-1.35866	28	1	28.2504	0.05112	28	1.38758	24.3457	-0.71514	19	1.1574	18.2659	-0.17093
160.274	38	3	40.9724	0.47732	31	3	33.5259	0.43605	28	3	28.5533	0.11482	30	2.55356	24.5157	-1.08725	20	2.83011	18.5708	-0.33482
160.329	32	0	40.5037	1.38557	30	0	33.0081	0.52276	17	0	28.0013	2.27208	27	0.26845	24.0602	-0.59461	17	0.06845	17.9574	0.22779
160.384	41	3	40.8501	-0.02484	34	3	33.4128	-0.10309	16	3	28.4429	2.53404	18	2.96699	24.4747	1.30073	19	3.04127	18.4981	-0.11866
160.439	40	1	40.5452	0.09143	36	1	33.0765	-0.51237	30	1	28.0842	-0.39662	30	0.92757	24.0923	-1.18684	19	0.92448	18.0451	-0.22507
160.494	38	2	40.6203	0.4429	38	2	33.1742	-0.85908	20	2	28.195	1.70059	17	2.04273	24.2272	1.44224	18	2.04579	18.212	0.05012
160.549	31	1	40.4239	1.61884	24	1	32.9646	1.59585	23	1	27.9751	1.02507	20	0.68553	23.93	0.77239	11	0.83534	17.9102	1.65448
160.604	30	1	40.336	1.76114	29	1	32.8816	0.69967	28	1	27.8937	-0.02164	28	1.75916	24.0438	-0.77754	20	1.34586	17.9333	-0.49483
160.658	28	5	40.9021	2.19131	30	5	33.5234	0.63056	20	5	28.5838	1.7017	25	5.07783	24.6677	-0.06231	19	5.09121	18.7255	-0.06723
160.713	37	3	40.7084	0.62883	32	3	33.2974	0.23775	27	3	28.3347	0.26694	31	2.47424	24.2916	-1.26276	18	2.72118	18.3328	0.07967
160.768	28	2	40.5675	2.10763	31	2	33.1427	0.39713	31	2	28.1693	-0.55996	37	2.39239	24.2741	-2.36769	16	2.17335	18.221	0.54403
160.823	37	4	40.8616	0.6426	23	4	33.4766	1.93803	22	4	28.5277	1.27745	27	3.85387	24.5609	-0.44287	17	3.96409	18.6125	0.37891
160.878	43	2	40.6123	-0.39372	38	2	33.1953	-0.9062	28	2	28.2237	0.04444	41	1.76013	24.2176	-3.04158	12	1.85629	18.2146	1.45143
160.933	41	2	40.5794	-0.06843	23	2	33.1668	1.88793	26	2	28.1963	0.42181	28	2.1296	24.2501	-0.68086	26	2.06876	18.227	-1.78325
160.988	45	2	40.5467	-0.72137	32	2	33.1384	0.21599	25	2	28.1691	0.6025	23	1.71348	24.1462	0.21123	11	1.86767	18.1571	1.61389
161.043	36	1	40.3505	0.6898	25	1	32.9289	1.51967	28	1	27.9492	-0.00962	33	1.32847	24.0253	-1.70968	24	1.13456	17.9544	-1.33707
161.097	36	3	40.5898	0.73183	19	3	33.2083	2.65371	21	3	28.2535	1.37902	29	2.87665	24.2703	-0.90651	22	2.9771	18.2992	-0.82297
161.152	37	1	40.2858	0.53539	38	1	32.8729	-0.98672	36	1	27.8957	-1.53768	24	0.73633	23.8637	-0.02662	25	0.84548	17.8406	-1.5541
161.207	40	1	40.1984	0.03267	21	1	32.7903	2.21501	32	1	27.8148	-0.7832	23	1.23577	23.8658	0.17239	24	1.11529	17.8099	-1.38802
161.262	43	2	40.2747	-0.46286	26	2	32.8891	1.26482	33	2	27.927	-0.95681	20	2.03649	23.9567	0.79846	23	2.02462	17.9413	-1.12185
161.317	33	3	40.4065	1.23441	36	3	33.0429	-0.53691	20	3	28.0938	1.53263	24	3.83428	24.2924	0.05996	15	3.38825	18.2288	0.73432
161.372	28	6	40.9203	2.17702	23	6	33.6137	1.89276	29	6	28.7005	-0.05615	32	5.1784	24.6379	-1.50978	21	5.6714	18.804	-0.50089
161.427	34	0	40.1285	1.0359	35	0	32.7183	-0.41658	33	0	27.7351	-0.99696	19	0	23.7523	0.96559	14	0	17.6899	0.86177
161.481	25	2	40.3127	2.59244	44	2	32.9431	-2.01497	21	2	27.9852	1.33337	17	2.46914	24.1073	1.41519	15	2.26594	18.0671	0.72971
161.536	48	2	40.2809	-1.33035	31	2	32.9156	0.3491	26	2	27.959	0.37244	26	1.38784	23.8905	-0.42004	15	1.70884	17.9287	0.69898
161.591	29	0	39.9224	1.89816	29	0	32.5261	0.64497	26	0	27.5475	0.29187	29	0.6211	23.6761	-1.06477	21	0.25359	17.5535	-0.81487
161.646	35	4	40.4343	0.93197	25	4	33.114	1.44189	31	4	28.184	-0.52903	28	3.92821	24.2349	-0.76678	17	4.02952	18.2918	0.31229
161.701	39	2	40.1866	0.20185	22	2	32.8343	1.95291	28	2	27.8817	-0.02281	32	2.22604	23.9762	-1.62659	18	2.05834	17.9315	-0.01624
161.756	32	4	40.482	1.41149	26	4	33.1694	1.32879	35	4	28.2415	-1.29272	20	3.57562	24.2329	0.84658	22	3.84811	18.3184	-0.85466
161.811	28	1	40.0707	2.02749	34	1	32.7085	-0.24169	24	1	27.7462	0.71365	22	1.35948	23.8512	0.37358	18	1.11023	17.7721	-0.05213
161.866	36	4	40.4743	0.73668	39	4	33.1698	-1.08471	31	4	28.2442	-0.52819	24	3.60247	24.238	0.04847	14	3.87796	18.3283	0.9959
161.92	39	0	39.8996	0.14789	27	0	32.5277	1.02451	20	0	27.5561	1.45119	21	0	23.5803	0.53417	20	0	17.5231	-0.56333
161.975	39	2	40.0847	0.18106	29	2	32.7534	0.68655	25	2	27.8071	0.5436	23	2.27216	23.897	0.19027	22	2.16781	17.8792	-0.93718
162.03	42	2	40.0537	-0.3219	26	2	32.7267	1.19959	28	2	27.7818	-0.04297	22	1.97246	23.8266	0.37814	20	1.97301	17.8194	-0.50027
162.085	42	3	40.1863	-0.3037	32	3	32.8813	0.1606	23	3	27.9494	0.98769	25	3.54196	24.1137	-0.18219	19	3.26416	18.0882	-0.20677
162.14	36	4	40.374	0.73816	27	4	33.0905	1.13533	30	4	28.1713	-0.36574	21	3.01969	24.0699	0.63104	21	3.56534	18.2042	-0.62343
162.195	29	0	39.7996	1.82837	29	0	32.4487	0.62964	24	0	27.4836	0.70299	22	1.10729	23.7183	0.34912	18	0.44047	17.5538	-0.09843
162.25	38	7	40.8022	0.48617	40	7	33.5802	-1.17865	27	7	28.6987	0.3428	30	6.47115	24.7163	-1.07112	19	6.87779	18.9114	-0.01939
162.305	20	0	39.9031	3.48825	22	0	32.5592	1.89649	18	0	27.5956	1.90229	25	0	23.6451	-0.26979	22	0	17.5912	-0.95955
162.359	31	2	40.0882	1.64411	27	2	32.7848	1.04461	30	2	27.8465	-0.42234	24	2.47237	24.0015	3E-4	20	2.27575	17.9716	-0.44148
162.414	37	2	40.0572	0.55816	38	2	32.758	-0.95706	16	2	27.821	2.34346	26	1.57469	23.8222	-0.4308	24	1.79064	17.8509	-1.37498
162.469	24	1	39.8629	2.86449	26	1	32.5501	1.1981	25	1	27.6028	0.52173	24	1.56809	23.7711	-0.04424	25	1.24555	17.6891	-1.62576
162.524	36	4	40.2672	0.78199	38	4	33.0122	-0.93521	36	4	28.1016	-1.5832	30	3.73998	24.1561	-1.15102	22	3.92857	18.2346	-0.82167
162.579	24	1	39.8566	2.82774	29	1	32.5519	0.6621	28	1	27.6069	-0.07742	27	0.832	23.6457	-0.66353	19	0.87019	17.6204	-0.30106
162.634	31	2	39.9342	1.57662	21	2	32.6517	2.13922	25	2	27.7201	0.53346	22	2.17204	23.8228	0.35673	11	2.10567	17.8135	1.49477
162.689	35	2	39.9037	0.86387	28	2	32.6254	0.86057	19	2	27.6952	1.65311	33	1.96784	23.7662	-1.82657	20	1.97814	17.7659	-0.5081
162.744	30	2	39.8733	1.68229	27	2	32.5992	1.02417	27	2	27.6704	0.12849	21	1.95661	23.7369	0.5414	26	1.98177	17.7411	-1.91156
162.798	35	2	39.843	0.83468	25	2	32.5732	1.43979	26	2	27.6458	0.32627	23	2.21372	23.761	0.15086	22	2.09577	17.7421	-0.99745
162.853	37	3	39.9763	0.50551	35	3	32.7283	-0.4345	32	3	27.814	-0.84094	29	2.89587	23.8846	-1.02766	18	2.9642	17.9222	-0.01851
162.908	38	3	40.0014	0.34102	31	3	32.7571	0.33141	31	3	27.8438	-0.63549	21	3.7199	24.0748	0.61091	11	3.32133	18.0347	1.6581
162.963	44	6	40.5166	-0.58973	35	6	33.3291	-0.31515	21	6	28.4517	1.46769	24	5.28588	24.4595	0.09359	19	5.72221	18.6344	-0.08564
163.018	29	1	39.8897	1.78757	18	1	32.616	2.74586	20	1	27.6802	1.51597	29	1.10458	23.7807	-1.04853	18	0.96585	17.7338	-0.06415
163.073	33	4	40.294	1.17638	26	4	33.0778	1.3019	22	4	28.1786	1.23571	21	3.95182	24.2743	0.66837	14	4.04139	18.3523	1.0769
163.128	29	2	40.0467	1.7894	28	2	32.7982	0.90143	24	2	27.8763	0.78224	27	2.16016	23.9988	-0.60701	14	2.02758	17.9824	0.98205
163.182	39	4	40.3426	0.21877	28	4	33.1335	0.97402	29	4	28.2361	-0.15593	22	3.82356	24.3145	0.46497	22	3.96029	18.3998	-0.85925
163.237	50	2	40.0953	-1.65334	29	2	32.8538	0.72975	26	2	27.9336	0.39378	27	2.12439	24.05	-0.57126	17	2.01804	18.0413	0.25422
163.292	47	4	40.3911	-1.09979	36	4	33.1889	-0.51611	20	4	28.2931	1.6698	16	4.13035	24.4319	1.64661	14	4.09883	18.4915	1.11517
163.347	34	3	40.3069	1.04473	24	3	33.09	1.68798	28	3	28.183	0.03605	33	2.64282	24.2266	-1.72061	19	2.81493	18.2908	-0.17489
163.402	34	2	40.1674	1.02317	26	2	32.9362	1.28556	26	2	28.0183	0.40012	24	2.11436	24.1296	0.02547	21	2.04347	18.1337	-0.69068
163.457	28	3	40.2995	2.07899	36	3	33.0898	-0.52743	22	3	28.1847	1.22609	41	3.11575	24.3093	-3.25942	12	3.06821	18.3433	1.56955
163.512	31	3	40.3234	1.65103	34	3	33.1171	-0.15718	25	3	28.2127	0.6369	25	2.90265	24.3019	-0.13691	13	2.95371	18.3507	1.33306
163.567	36	2	40.1838	0.75825	20	2	32.9631	2.37554	32	2	28.0478	-0.77843	19	1.56166	24.0566	0.98331	16	1.78797	18.1111	0.51884
163.621	28	1	39.989	2.20528	29	1	32.7544	0.67552	21	1	27.8285	1.36268	26	1.69071	24.0306	-0.39129	21	1.29942	17.96	-0.74216
163.676	27	5	40.5564	2.50301	40	5	33.3967	-1.17138	29	5	28.519	-0.09642	25	4.98353	24.6455	-0.07075	14	5.05248	18.7512	1.17163
163.731	22	2	40.2004	3.35413	39	2	32.9902	-1.08134	26	2	28.0774	0.40229	25	1.1454	24.017	-0.19883	15	1.55625	18.0985	0.74423
163.786	34	0	39.8422	1.07061	20	0	32.6003	2.27123	23	0	27.6653	0.913	20	0.56517	23.8254	0.77549	18	0.23966	17.7447	-0.05963
163.841	26	4	40.3543	2.65035	34	4	33.1878	-0.14357	22	4	28.3013	1.25747	23	4.43393	24.4925	0.29653	21	4.25511	18.5354	-0.57387
163.896	32	4	40.4337	1.56911	34	4	33.2701	-0.13017	24	4	28.3839	0.87099	22	3.6351	24.442	0.48841	18	3.82191	18.5379	0.1264
163.951	29	2	40.186	2.06145	28	2	32.9897	0.90432	38	2	28.0806	-1.96219	35	1.60966	24.1007	-2.17024	20	1.80026	18.152	-0.42521
164.006	34	1	39.9912	1.08188	33	1	32.7809	-0.0403	20	1	27.8612	1.56875	24	1.26225	23.9817	-0.00356	22	1.10907	17.9549	-0.93073
164.06	32	3	40.2317	1.49736	31	3	33.0609	0.37488	23	3	28.1659	1.01312	28	3.26134	24.3134	-0.7154	17	3.14847	18.3432	0.30907
164.115	24	3	40.2559	2.92489	24	3	33.0883	1.67805	23	3	28.1941	1.02082	23	2.66718	24.2381	0.23975	18	2.84121	18.3114	0.07165
164.17	32	2	40.1165	1.46567	31	2	32.9345	0.36061	31	2	28.0293	-0.58014	27	2.39287	24.1933	-0.54811	21	2.16509	18.1774	-0.65136
164.225	33	4	40.4122	1.33849	31	4	33.2692	0.41202	22	4	28.3884	1.27484	37	3.64478	24.4387	-2.52918	15	3.87224	18.5498	0.82905
164.28	30	1	40.0011	1.80273	26	1	32.8078	1.24524	31	1	27.8923	-0.60561	20	0.90801	23.9554	0.80185	18	0.90597	17.9508	-0.01179
164.335	32	3	40.2416	1.51313	26	3	33.0877	1.31615	21	3	28.1968	1.37937	24	3.68319	24.4225	0.08584	21	3.34888	18.4194	-0.62589
164.39	30	5	40.5925	1.89232	29	5	33.4771	0.82045	27	5	28.6103	0.30553	18	4.72725	24.6985	1.36104	17	4.8945	18.8221	0.44782
164.444	29	3	40.3999	2.01874	42	3	33.2513	-1.62148	28	3	28.361	0.06864	21	2.97582	24.4729	0.72767	16	2.95911	18.5164	0.61846
164.499	35	3	40.4235	0.95379	29	3	33.2779	0.81495	31	3	28.3882	-0.48971	21	2.38354	24.3807	0.75178	14	2.72988	18.49	1.10721
164.554	22	0	39.9567	3.06456	23	0	32.7611	1.85204	31	0	27.837	-0.60623	27	0.40902	23.9785	-0.66286	13	0.1367	17.9099	1.21077
164.609	39	4	40.4684	0.25061	31	4	33.348	0.44286	28	4	28.4722	0.08871	23	4.28954	24.6382	0.35654	14	4.19915	18.704	1.16793
164.664	37	3	40.384	0.57753	25	3	33.2485	1.5907	30	3	28.3612	-0.30608	14	2.67283	24.4149	2.22609	21	2.8217	18.4861	-0.61372
164.719	37	2	40.2442	0.551	17	2	33.094	3.17672	29	2	28.1956	-0.15355	14	1.81914	24.2534	2.18602	14	1.91406	18.2967	1.03872
164.774	48	1	40.0492	-1.36578	28	1	32.8847	0.95593	20	1	27.9756	1.5477	25	0.85861	24.0227	-0.20428	18	0.92305	18.0367	0.00896
164.829	32	1	39.9626	1.32506	29	1	32.8021	0.7302	31	1	27.8943	-0.60268	27	1.26642	24.0125	-0.63061	19	1.12375	17.9931	-0.24108
164.883	30	2	40.0398	1.69434	18	2	32.9009	2.86767	30	2	28.0061	-0.39356	25	1.76373	24.0436	-0.19943	22	1.90794	18.095	-0.91478
164.938	32	0	39.6821	1.30265	31	0	32.5114	0.2885	17	0	27.5943	2.07772	22	0	23.6502	0.33226	19	0	17.6267	-0.32673
164.993	28	1	39.7046	1.9753	33	1	32.556	-0.08374	23	1	27.6524	0.90662	29	1.9542	23.9028	-1.01495	11	1.45136	17.8182	1.62729
165.048	42	5	40.2729	-0.29475	32	5	33.1992	0.22984	31	5	28.3437	-0.51226	23	4.69793	24.4235	0.28221	19	4.91391	18.553	-0.10703
165.103	30	2	39.918	1.65046	30	2	32.7934	0.52274	20	2	27.903	1.54661	28	2.11009	24.0303	-0.78697	21	1.99498	18.0257	-0.70987
165.158	34	4	40.2144	1.03097	29	4	33.1287	0.75241	33	4	28.2627	-0.9371	29	3.78173	24.3446	-0.92091	16	3.94615	18.445	0.59891
165.213	40	1	39.804	-0.03212	23	1	32.6679	1.76839	32	1	27.7673	-0.82484	19	0.627	23.786	0.92107	13	0.77843	17.8051	1.18096
165.268	41	1	39.7183	-0.20884	20	1	32.5861	2.31511	25	1	27.6869	0.51289	27	1.25428	23.8079	-0.61815	17	1.12814	17.789	0.19011
165.322	48	2	39.7964	-1.35274	41	2	32.6859	-1.55285	24	2	27.7998	0.72679	27	2.05989	23.9013	-0.59635	20	2.03701	17.9213	-0.49928
165.377	32	2	39.7664	1.27297	32	2	32.6595	0.12588	25	2	27.7745	0.53396	26	1.9941	23.8656	-0.41594	14	1.99486	17.8884	0.94001
165.432	40	2	39.7365	-0.04299	29	2	32.6332	0.70064	24	2	27.7494	0.72455	35	1.96464	23.8336	-2.18062	18	1.98432	17.8604	-0.03419
165.487	32	2	39.7068	1.29045	30	2	32.6069	0.48976	33	2	27.7243	-1.01951	26	2.15625	23.8443	-0.40983	17	2.06947	17.854	0.20511
165.542	34	3	39.8405	0.97191	24	3	32.7619	1.63648	30	3	27.8921	-0.40734	26	3.11437	24.0194	-0.38038	20	3.0658	18.0608	-0.45429
165.597	34	3	39.866	0.9947	19	3	32.7906	2.58573	17	3	27.9215	2.09325	22	2.86627	24.0067	0.39187	19	2.93733	18.0671	-0.22194
165.652	37	2	39.728	0.45608	24	2	32.638	1.62919	31	2	27.7581	-0.61884	28	1.70856	23.7977	-0.8104	12	1.85587	17.8481	1.36998
165.706	23	1	39.5348	2.80381	36	1	32.4306	-0.67455	32	1	27.5402	-0.83458	32	1.11551	23.6369	-1.65075	19	1.04119	17.6285	-0.32631
165.761	45	2	39.6136	-0.91048	23	2	32.531	1.80838	25	2	27.6538	0.50252	22	2.04557	23.7483	0.34584	25	2.036	17.7767	-1.68192
165.816	36	2	39.5842	0.59554	39	2	32.5053	-1.21776	28	2	27.6292	-0.0715	19	2.1919	23.7551	0.94475	15	2.08191	17.7649	0.6497
165.871	41	3	39.7184	-0.21229	29	3	32.6607	0.67978	27	3	27.7975	0.15317	32	2.86967	23.8767	-1.61749	19	2.95897	17.946	-0.25236
165.926	31	1	39.4176	1.3797	28	1	32.3276	0.78575	34	1	27.4419	-1.27798	24	0.40144	23.4063	-0.12008	13	0.6962	17.4592	1.03209
165.981	34	0	39.1698	0.83988	28	0	32.0661	0.7746	27	0	27.1704	0.0335	25	0.88459	23.3887	-0.33679	24	0.39122	17.2913	-1.5346
166.036	45	5	39.8478	-0.83458	30	5	32.8371	0.53938	21	5	28.0016	1.3673	24	5.07621	24.1413	0.02946	17	5.10593	18.2544	0.2912
166.091	36	3	39.6578	0.59424	24	3	32.6139	1.67156	19	3	27.7553	1.74333	21	2.84259	23.8422	0.57487	13	2.88406	17.9	1.13752
166.145	44	3	39.684	-0.71062	36	3	32.6432	-0.6514	24	3	27.7854	0.76048	21	2.55344	23.8068	0.58527	23	2.81284	17.9101	-1.16769
166.2	29	0	39.2198	1.6603	11	0	32.129	4.06628	28	0	27.2372	-0.15222	18	0	23.3018	1.08727	23	0	17.2894	-1.3063
166.255	47	1	39.2439	-1.25454	24	1	32.1753	1.58977	28	1	27.297	-0.13557	23	1.36823	23.4391	0.09005	20	1.1919	17.4243	-0.61088
166.31	34	2	39.3237	0.8832	29	2	32.2768	0.62549	19	2	27.4118	1.56805	32	1.88445	23.4832	-1.73849	15	1.95552	17.5301	0.58912
166.365	32	1	39.1319	1.19234	29	1	32.0709	0.58979	23	1	27.1956	0.7646	19	0.87799	23.2515	0.86188	23	0.92902	17.2704	-1.32614
166.42	40	1	39.0486	-0.16185	32	1	31.9917	-0.00164	37	1	27.1181	-1.79424	31	1.1236	23.2145	-1.57829	14	1.05842	17.217	0.75361
166.475	37	2	39.129	0.36101	23	2	32.0939	1.71858	43	2	27.2337	-2.87321	25	2.33962	23.3859	-0.31998	12	2.16632	17.3952	1.26005
166.53	28	3	39.2647	1.96094	39	3	32.251	-1.27292	38	3	27.4038	-1.97906	26	2.69394	23.4533	-0.50598	23	2.8733	17.5452	-1.2551
166.584	31	1	38.9655	1.37282	21	1	31.9196	2.00106	31	1	27.0502	-0.73346	24	0.97264	23.125	-0.17423	15	0.95648	17.1357	0.49431
166.639	33	2	39.0463	1.05075	25	2	32.0221	1.2941	26	2	27.1662	0.21739	21	2.14187	23.279	0.45082	19	2.08548	17.3134	-0.39752
166.694	31	2	39.0189	1.41023	30	2	31.9985	0.3704	26	2	27.144	0.21749	28	1.93357	23.2231	-0.94908	24	1.96381	17.27	-1.54851
166.749	31	2	38.9917	1.3819	25	2	31.975	1.26876	15	2	27.1219	2.39269	22	2.12064	23.2347	0.24478	25	2.05732	17.2689	-1.74826
166.804	40	2	38.9646	-0.17642	44	2	31.9515	-2.25032	22	2	27.0999	1.02454	31	1.56788	23.1089	-1.56097	13	1.8049	17.1942	0.95665
166.859	27	0	38.6107	1.95946	26	0	31.566	1.02963	21	0	26.6925	1.16468	22	0.22384	22.7938	0.15737	17	0.07009	16.7665	-0.05235
166.914	33	3	38.9638	0.9894	29	3	31.9767	0.55171	27	3	27.1405	0.02848	29	3.68874	23.3666	-1.10717	22	3.35873	17.389	-1.03105
166.968	47	5	39.3193	-1.26652	33	5	32.3709	-0.11705	25	5	27.5591	0.51878	26	4.88518	23.6797	-0.461	18	4.96299	17.8139	-0.04257
167.023	37	4	39.2946	0.37837	25	4	32.3308	1.34592	30	4	27.5078	-0.48772	27	4.04034	23.6506	-0.67592	20	4.00285	17.7432	-0.53525
167.078	37	4	39.3778	0.40581	26	4	32.4167	1.20786	23	4	27.5943	0.88783	23	3.4417	23.6227	0.12681	21	3.75434	17.7795	-0.73455
167.133	44	1	38.9704	-0.85287	24	1	31.9588	1.47792	30	1	27.1021	-0.54874	25	1.10632	23.2131	-0.36143	20	1.0042	17.2291	-0.62306
167.188	35	3	39.2145	0.7079	28	3	32.2423	0.79234	26	3	27.4105	0.26925	23	3.06903	23.5331	0.10958	16	3.07086	17.6233	0.36501
167.243	31	2	39.0789	1.39697	32	2	32.092	0.01709	31	2	27.2496	-0.71736	15	1.88954	23.3341	1.73361	13	1.92637	17.4012	0.9981
167.298	18	2	39.0514	3.64621	31	2	32.0681	0.19834	28	2	27.227	-0.14877	27	1.87679	23.3026	-0.76002	26	1.95167	17.3813	-1.9272
167.353	31	1	38.8606	1.37532	33	1	31.8631	-0.21111	31	1	27.0117	-0.75522	25	0.89928	23.0774	-0.39802	22	0.93896	17.1257	-1.0869
167.407	39	1	38.7783	-0.03961	26	1	31.7848	1.07011	23	1	26.9351	0.74812	22	1.04608	23.0228	0.20975	22	1.02249	17.0636	-1.09473
167.462	29	2	38.8597	1.76454	36	2	31.8879	-0.76803	24	2	27.0516	0.58971	21	2.63153	23.265	0.46127	15	2.29618	17.2789	0.50129
167.517	36	5	39.3233	0.59688	25	5	32.4081	1.41124	27	5	27.6082	0.12083	32	5.00787	23.7546	-1.64544	25	5.04538	17.9042	-1.56508
167.572	31	3	39.1352	1.44061	26	3	32.1868	1.18578	31	3	27.3639	-0.72401	20	2.41128	23.3813	0.67776	22	2.69476	17.5197	-1.00743
167.627	32	2	38.9998	1.23955	26	2	32.0367	1.17638	28	2	27.2031	-0.15832	29	2.69101	23.4378	-1.11993	22	2.30858	17.4498	-1.02316
167.682	34	5	39.4629	0.98827	23	5	32.5563	1.89038	18	5	27.759	1.93891	26	4.4167	23.7995	-0.4372	19	4.77991	18.011	-0.22365
167.737	29	1	38.9474	1.74044	22	1	31.9722	1.98563	18	1	27.1284	1.80182	24	1.3222	23.2925	-0.1373	12	1.07676	17.3009	1.19871
167.792	26	5	39.5184	2.41933	28	5	32.6177	0.90177	27	5	27.8222	0.16229	25	5.1425	23.9962	-0.20165	19	5.13905	18.1549	-0.19859
167.846	31	3	39.3297	1.47249	25	3	32.3956	1.43815	32	3	27.5769	-0.88859	23	2.64381	23.6488	0.12725	22	2.79406	17.7752	-1.02467
167.901	27	2	39.1936	2.17068	19	2	32.2447	2.57018	23	2	27.4151	0.87528	28	1.59501	23.4511	-0.89211	20	1.81652	17.5739	-0.59828
167.956	48	0	38.8389	-1.64833	33	0	31.8579	-0.21801	27	0	27.0062	0.00121	32	0.09628	23.1046	-1.74453	15	0.01308	17.1282	0.54152
168.011	23	2	39.0278	2.83828	34	2	32.0864	-0.36164	27	2	27.2599	0.04951	16	2.43988	23.4438	1.44451	12	2.23357	17.5003	1.37986
168.066	38	3	39.164	0.20296	28	3	32.2436	0.80196	23	3	27.43	0.84907	31	2.8162	23.521	-1.45438	12	2.92164	17.649	1.42721
168.121	28	2	39.0285	1.93951	27	2	32.0933	0.94761	34	2	27.2689	-1.30893	29	2.08734	23.3979	-1.10102	17	2.02387	17.4744	0.11902
168.176	28	3	39.1646	1.92418	31	3	32.2504	0.22872	27	3	27.439	0.08483	26	3.05045	23.5727	-0.47402	10	3.03986	17.6861	1.90181
168.23	38	3	39.1925	0.20937	27	3	32.2812	0.96243	28	3	27.4706	-0.10473	29	3.20686	23.6399	-1.07442	16	3.08868	17.7344	0.4336
168.285	35	4	39.3838	0.76057	28	4	32.493	0.84408	24	4	27.6949	0.74732	24	3.81502	23.8061	-0.03786	17	3.93313	17.9672	0.23306
168.34	26	2	39.1399	2.26087	33	2	32.2159	-0.14588	25	2	27.395	0.48774	18	1.58617	23.4381	1.07807	24	1.78124	17.5625	-1.49444
168.395	39	1	38.9488	-0.00874	28	1	32.0104	0.73907	26	1	27.1789	0.24884	31	1.15099	23.3041	-1.53578	24	1.06243	17.3628	-1.54081
168.45	37	2	39.0296	0.34978	35	2	32.1125	-0.53113	16	2	27.2942	2.4581	20	2.02585	23.4083	0.66985	12	2.02604	17.5071	1.25974
168.505	30	2	39.0023	1.54641	18	2	32.0885	2.62625	17	2	27.2714	2.30316	28	2.24959	23.4315	-0.90176	23	2.10641	17.5048	-1.26068
168.56	43	4	39.302	-0.63214	33	4	32.4268	-0.10706	20	4	27.6342	1.70233	24	4.39177	23.8514	-0.02952	24	4.20531	17.9686	-1.37567
168.615	33	5	39.5485	1.10514	32	5	32.6933	0.12948	19	5	27.9127	2.02702	26	4.84732	24.0534	-0.37618	17	4.94036	18.2397	0.2878
168.669	22	3	39.3596	2.99184	32	3	32.4708	0.08675	15	3	27.6669	2.92314	33	2.27494	23.674	-1.81736	15	2.64524	17.8591	0.68238
168.724	40	0	38.8966	-0.19176	20	0	31.9573	2.21618	17	0	27.1193	2.26905	27	0	23.2096	-0.73097	15	0	17.2672	0.53112
168.779	38	1	38.9218	0.15914	27	1	32.0043	0.91029	26	1	27.1797	0.2588	21	1.10277	23.2943	0.44804	19	1.06906	17.3743	-0.38319
168.834	34	1	38.8393	0.84814	33	1	31.9254	-0.19584	18	1	27.1023	1.9707	31	1.12814	23.2258	-1.5214	18	1.05089	17.2945	-0.16837
168.889	26	2	38.9204	2.27223	35	2	32.0278	-0.55086	21	2	27.2179	1.31574	27	2.08866	23.3463	-0.71655	15	2.05538	17.4481	0.58428
168.944	32	2	38.8936	1.18808	32	2	32.0042	7.8E-4	26	2	27.1955	0.24808	25	2.01322	23.3136	-0.3358	18	1.99958	17.4169	-0.13962
168.999	34	3	39.0302	0.89077	28	3	32.1617	0.76123	25	3	27.3659	0.49095	22	3.58646	23.6068	0.31444	21	3.2773	17.6874	-0.78322
169.054	34	6	39.5488	0.99128	32	6	32.7362	0.13391	25	6	27.9761	0.62819	23	6.23295	24.2029	0.23197	20	6.14524	18.394	-0.3809
169.108	31	5	39.5791	1.52722	23	5	32.7499	1.7968	28	5	27.9779	-0.0046	25	4.21773	24.0133	-0.19269	17	4.62376	18.2595	0.29594
169.163	34	2	39.2266	0.90984	30	2	32.3461	0.43483	23	2	27.539	0.94192	26	2.3031	23.7299	-0.4452	14	2.10378	17.8088	0.88156
169.218	24	4	39.5255	2.7164	29	4	32.6833	0.68794	17	4	27.9005	2.27842	35	3.49573	23.961	-2.17423	19	3.81268	18.1808	-0.19489
169.273	33	0	38.9542	1.04892	30	0	32.0433	0.38162	19	0	27.2141	1.71276	28	0	23.3202	-0.91004	18	0	17.3878	-0.15045
169.328	36	2	39.1427	0.56853	26	2	32.271	1.19222	24	2	27.4668	0.72288	25	2.27583	23.6391	-0.26353	21	2.16955	17.7455	-0.81933
169.383	39	2	39.115	0.0204	32	2	32.2463	0.04683	22	2	27.4432	1.11888	25	1.95158	23.5655	-0.27721	20	1.96637	17.6849	-0.5709
