t	000dec	irf	000fit	000res	025dec	025fit	025res	050dec	050fit	050res	075dec	075fit	075res	100dec	100fit	100res
137.942	46.0000	0.00000	40.2076	-0.927520	36.0000	31.1965	-0.897150	30.0000	26.9157	-0.592360	16.0000	26.1083	1.93739	19.0000	18.7792	-0.0493700
137.997	38.0000	0.00000	40.1776	0.339630	36.0000	31.1858	-0.906200	22.0000	26.9114	0.969440	31.0000	26.1053	-0.923170	23.0000	18.7784	-0.949260
138.052	41.0000	0.00000	40.1477	-0.133110	27.0000	31.1752	0.772360	30.0000	26.9072	-0.603980	25.0000	26.1024	0.208740	24.0000	18.7776	-1.18432
138.107	43.0000	0.00000	40.1179	-0.455700	25.0000	31.1646	1.09741	26.0000	26.9029	0.174850	31.0000	26.0994	-0.911770	17.0000	18.7768	0.405270
138.162	31.0000	0.00000	40.0882	1.41360	38.0000	31.1541	-1.18378	36.0000	26.8987	-1.74796	27.0000	26.0964	-0.166530	22.0000	18.7760	-0.722910
138.217	54.0000	0.00000	40.0586	-2.18321	29.0000	31.1436	0.379590	25.0000	26.8945	0.364590	30.0000	26.0934	-0.706730	16.0000	18.7752	0.624040
138.272	37.0000	0.00000	40.0290	0.472420	30.0000	31.1331	0.202420	24.0000	26.8903	0.549490	34.0000	26.0904	-1.44946	21.0000	18.7744	-0.507620
138.326	35.0000	0.00000	39.9996	0.793820	43.0000	31.1226	-2.09239	24.0000	26.8861	0.553160	36.0000	26.0875	-1.78354	16.0000	18.7736	0.638190
138.381	47.0000	0.00000	39.9703	-1.12888	37.0000	31.1122	-1.01306	27.0000	26.8819	-0.0227200	35.0000	26.0845	-1.62174	21.0000	18.7728	-0.507980
138.436	41.0000	0.00000	39.9411	-0.169080	22.0000	31.1019	1.59521	29.0000	26.8778	-0.422570	26.0000	26.0816	0.0149700	18.0000	18.7721	0.174590
138.491	41.0000	0.00000	39.9119	-0.179420	31.0000	31.0916	0.0160700	28.0000	26.8737	-0.225770	24.0000	26.0786	0.388980	18.0000	18.7713	0.174910
138.546	28.0000	0.00000	39.8829	1.93903	35.0000	31.0813	-0.696370	26.0000	26.8695	0.172380	35.0000	26.0757	-1.70699	21.0000	18.7705	-0.505610
138.601	35.0000	0.00000	39.8539	0.788570	39.0000	31.0710	-1.45301	24.0000	26.8654	0.565600	25.0000	26.0727	0.207730	20.0000	18.7697	-0.274340
138.656	35.0000	0.00000	39.8251	0.793240	27.0000	31.0608	0.751210	20.0000	26.8614	1.35433	22.0000	26.0698	0.813950	25.0000	18.7689	-1.36698
138.711	32.0000	0.00000	39.7963	1.27032	28.0000	31.0507	0.547920	22.0000	26.8573	0.969310	20.0000	26.0668	1.19236	15.0000	18.7681	0.828880
138.765	44.0000	0.00000	39.7677	-0.700000	23.0000	31.0406	1.42884	29.0000	26.8532	-0.429350	23.0000	26.0639	0.610080	21.0000	18.7674	-0.492440
138.820	38.0000	0.00000	39.7391	0.278880	26.0000	31.0305	0.877170	26.0000	26.8492	0.172150	30.0000	26.0610	-0.787800	22.0000	18.7666	-0.715110
138.875	39.0000	0.00000	39.7107	0.112050	32.0000	31.0204	-0.174380	27.0000	26.8452	-0.0309700	20.0000	26.0581	1.21162	27.0000	18.7658	-1.79211
138.930	47.0000	0.00000	39.6823	-1.14751	38.0000	31.0104	-1.23560	24.0000	26.8412	0.554830	34.0000	26.0552	-1.58195	17.0000	18.7650	0.390360
138.985	31.0000	0.00000	39.6540	1.33007	37.0000	31.0004	-1.06058	27.0000	26.8372	-0.0318000	18.0000	26.0523	1.56915	17.0000	18.7643	0.388090
139.040	49.0000	0.00000	39.6258	-1.47402	46.0000	30.9905	-2.63509	20.0000	26.8332	1.36061	33.0000	26.0494	-1.31879	20.0000	18.7635	-0.272000
139.095	47.0000	0.00000	39.5977	-1.17531	27.0000	30.9806	0.689460	30.0000	26.8292	-0.644250	25.0000	26.0465	0.203500	26.0000	18.7627	-1.59629
139.150	39.0000	0.00000	39.5697	0.0907100	31.0000	30.9708	-0.00513000	31.0000	26.8253	-0.862200	24.0000	26.0436	0.390090	19.0000	18.7620	-0.0533800
139.204	47.0000	0.00000	39.5418	-1.19597	28.0000	30.9609	0.526170	22.0000	26.8214	1.00776	30.0000	26.0407	-0.779820	17.0000	18.7612	0.398260
139.259	27.0000	0.00000	39.5140	1.96773	27.0000	30.9511	0.702140	20.0000	26.8175	1.44620	36.0000	26.0378	-1.96215	21.0000	18.7604	-0.503590
139.314	31.0000	0.00000	39.4862	1.35889	34.0000	30.9414	-0.553320	17.0000	26.8135	2.01252	18.0000	26.0349	1.59989	21.0000	18.7597	-0.506620
139.369	37.0000	0.00000	39.4586	0.393130	25.0000	30.9317	1.07701	20.0000	26.8097	1.39002	29.0000	26.0321	-0.585830	21.0000	18.7589	-0.521830
139.424	42.0000	0.00000	39.4310	-0.411360	30.0000	30.9220	0.166800	19.0000	26.8058	1.57522	19.0000	26.0292	1.36404	14.0000	18.7581	1.07904
139.479	45.0000	0.00000	39.4036	-0.902590	37.0000	30.9124	-1.07802	21.0000	26.8019	1.17350	18.0000	26.0263	1.55106	19.0000	18.7574	-0.0548600
139.534	36.0000	0.00000	39.3762	0.521650	36.0000	30.9028	-0.897950	34.0000	26.7981	-1.44359	28.0000	26.0235	-0.394430	18.0000	18.7566	0.174610
139.588	48.0000	0.00000	39.3490	-1.32270	25.0000	30.8932	1.04542	32.0000	26.7943	-1.02754	29.0000	26.0206	-0.593250	16.0000	18.7559	0.645590
139.643	38.0000	0.00000	39.3218	0.201310	33.0000	30.8837	-0.370910	36.0000	26.7905	-1.79467	32.0000	26.0178	-1.21273	28.0000	18.7551	-2.16571
139.698	42.0000	0.00000	39.2947	-0.413630	40.0000	30.8742	-1.61886	21.0000	26.7867	1.10459	32.0000	26.0149	-1.20780	18.0000	18.7544	0.173060
139.753	58.0000	0.00000	39.2677	-2.90200	30.0000	30.8648	0.158470	24.0000	26.7829	0.528010	21.0000	26.0121	1.00690	14.0000	18.7536	1.10686
139.808	39.0000	0.00000	39.2407	0.0373400	30.0000	30.8554	0.158230	24.0000	26.7791	0.531570	19.0000	26.0093	1.40812	16.0000	18.7529	0.639070
139.863	40.0000	0.00000	39.2139	-0.124290	32.0000	30.8460	-0.212680	26.0000	26.7754	0.147700	21.0000	26.0064	1.01260	21.0000	18.7521	-0.526590
139.918	39.0000	0.00000	39.1872	0.0293500	23.0000	30.8366	1.45522	29.0000	26.7716	-0.434250	21.0000	26.0036	1.00295	21.0000	18.7514	-0.543600
139.973	35.0000	0.00000	39.1605	0.658750	19.0000	30.8273	2.22633	24.0000	26.7679	0.540520	20.0000	26.0008	1.24228	14.0000	18.7506	1.18355
140.027	35.0000	0.00000	39.1339	0.676570	31.0000	30.8180	-0.0348800	30.0000	26.7642	-0.620190	28.0000	25.9979	-0.405860	19.0000	18.7499	-0.0600800
140.082	34.0000	0.00000	39.1074	0.832190	27.0000	30.8088	0.745380	34.0000	26.7605	-1.39325	26.0000	25.9951	-9.60000E-04	13.0000	18.7491	1.38090
140.137	44.0000	0.00000	39.0810	-0.814810	29.0000	30.7996	0.351430	25.0000	26.7568	0.333330	36.0000	25.9923	-1.95020	18.0000	18.7484	0.180340
140.192	35.0000	0.00000	39.0547	0.681060	33.0000	30.7904	-0.422630	20.0000	26.7531	1.31047	18.0000	25.9895	1.52818	9.00000	18.7477	2.36415
140.247	35.0000	0.00000	39.0285	0.680940	21.0000	30.7813	1.85959	33.0000	26.7495	-1.22063	30.0000	25.9867	-0.742410	25.0000	18.7469	-1.48771
140.302	42.0000	0.00000	39.0024	-0.503510	20.0000	30.7722	2.06463	22.0000	26.7458	0.932730	29.0000	25.9839	-0.554780	16.0000	18.7462	0.655420
140.357	29.0000	0.00000	38.9763	1.66272	33.0000	30.7631	-0.418600	33.0000	26.7422	-1.26284	29.0000	25.9811	-0.556340	20.0000	18.7454	-0.293000
140.412	30.0000	0.00000	38.9504	1.51529	33.0000	30.7541	-0.411570	18.0000	26.7386	1.77149	30.0000	25.9783	-0.751130	19.0000	18.7447	-0.0589100
140.466	31.0000	0.00000	38.9245	1.31067	22.0000	30.7451	1.60859	21.0000	26.7350	1.14193	37.0000	25.9756	-2.04327	20.0000	18.7440	-0.281640
140.521	39.0000	0.00000	38.8987	-0.0167600	27.0000	30.7361	0.671030	27.0000	26.7314	-0.0552200	31.0000	25.9728	-0.926460	18.0000	18.7433	0.167130
140.576	39.0000	0.00000	38.8730	-0.0208800	39.0000	30.7272	-1.44254	22.0000	26.7278	0.939320	25.0000	25.9700	0.181880	20.0000	18.7425	-0.275130
140.631	34.0000	0.00000	38.8473	0.788650	40.0000	30.7183	-1.61574	23.0000	26.7242	0.746510	29.0000	25.9673	-0.576580	22.0000	18.7418	-0.709130
140.686	50.0000	0.00000	38.8218	-1.77983	31.0000	30.7094	-0.0501600	28.0000	26.7207	-0.254730	22.0000	25.9645	0.753720	19.0000	18.7411	-0.0568100
140.741	35.0000	0.00000	38.7963	0.594500	34.0000	30.7006	-0.558580	19.0000	26.7172	1.54001	33.0000	25.9617	-1.37446	24.0000	18.7403	-1.14173
140.796	46.0000	0.00000	38.7710	-1.13985	37.0000	30.6918	-1.04974	37.0000	26.7136	-2.02165	20.0000	25.9590	1.18134	26.0000	18.7396	-1.57192
140.850	36.0000	0.00000	38.7457	0.434130	34.0000	30.6831	-0.560660	29.0000	26.7101	-0.451010	22.0000	25.9562	0.789490	22.0000	18.7389	-0.713520
140.905	45.0000	0.00000	38.7205	-0.994260	38.0000	30.6743	-1.26047	21.0000	26.7066	1.12641	30.0000	25.9535	-0.812930	16.0000	18.7382	0.607230
140.960	43.0000	0.00000	38.6953	-0.681570	34.0000	30.6656	-0.569050	20.0000	26.7032	1.34362	24.0000	25.9507	0.397270	24.0000	18.7374	-1.18667
141.015	34.0000	0.00000	38.6703	0.737410	38.0000	30.6570	-1.25319	34.0000	26.6997	-1.46332	24.0000	25.9480	0.400420	19.0000	18.7367	-0.0598800
141.070	37.0000	0.00000	38.6453	0.259430	29.0000	30.6484	0.284090	21.0000	26.6962	1.16816	22.0000	25.9453	0.816740	16.0000	18.7360	0.633260
141.125	33.0000	0.00000	38.6204	0.882560	29.0000	30.6398	0.281220	22.0000	26.6928	0.980890	26.0000	25.9425	-0.0116800	17.0000	18.7353	0.406510
141.180	50.0000	0.00000	38.5957	-1.82098	36.0000	30.6312	-0.928360	21.0000	26.6894	1.17781	16.0000	25.9398	2.01962	13.0000	18.7346	1.33127
141.235	37.0000	0.00000	38.5709	0.253360	34.0000	30.6227	-0.584970	19.0000	26.6859	1.56167	29.0000	25.9371	-0.615330	21.0000	18.7339	-0.537460
141.289	47.0000	0.00000	38.5463	-1.35755	31.0000	30.6142	-0.0666100	27.0000	26.6825	-0.0643600	17.0000	25.9343	1.77507	20.0000	18.7332	-0.304290
141.344	39.0000	0.00000	38.5217	-0.0765800	37.0000	30.6057	-1.10752	21.0000	26.6792	1.13331	30.0000	25.9316	-0.803040	18.0000	18.7324	0.174810
141.399	33.0000	0.00000	38.4973	0.875300	33.0000	30.5973	-0.416860	25.0000	26.6758	0.336650	30.0000	25.9289	-0.812410	19.0000	18.7317	-0.0646400
141.454	36.0000	0.00000	38.4729	0.392640	33.0000	30.5889	-0.419020	28.0000	26.6724	-0.253930	29.0000	25.9262	-0.602820	17.0000	18.7310	0.406750
141.509	37.0000	0.00000	38.4486	0.227780	40.0000	30.5805	-1.63697	35.0000	26.6690	-1.57440	29.0000	25.9235	-0.613940	15.0000	18.7303	0.868590
141.564	39.0000	0.00000	38.4243	-0.0935200	27.0000	30.5722	0.625000	28.0000	26.6657	-0.250670	25.0000	25.9208	0.185400	18.0000	18.7296	0.167380
141.619	37.0000	0.00000	38.4002	0.226480	28.0000	30.5639	0.453230	19.0000	26.6624	1.41209	21.0000	25.9181	0.985820	14.0000	18.7289	1.09780
141.674	52.0000	0.00000	38.3761	-2.20365	35.0000	30.5556	-0.788410	44.0000	26.6591	-3.13140	24.0000	25.9154	0.393730	21.0000	18.7282	-0.522720
141.728	44.0000	0.00000	38.3521	-0.901820	34.0000	30.5473	-0.619010	25.0000	26.6558	0.302300	21.0000	25.9127	1.00984	24.0000	18.7275	-1.18892
141.783	24.0000	0.00000	38.3282	2.24684	27.0000	30.5391	0.641420	30.0000	26.6525	-0.627660	13.0000	25.9100	2.73181	25.0000	18.7268	-1.36892
141.838	42.0000	0.00000	38.3044	-0.570250	31.0000	30.5310	-0.0844000	31.0000	26.6492	-0.815780	32.0000	25.9074	-1.29569	14.0000	18.7261	1.01794
141.893	33.0000	0.00000	38.2806	0.815890	31.0000	30.5228	-0.0846500	36.0000	26.6459	-1.72060	19.0000	25.9047	1.47582	22.0000	18.7254	-0.701700
141.948	45.0000	0.00000	38.2569	-1.05596	27.0000	30.5147	0.631260	22.0000	26.6427	0.872210	29.0000	25.9020	-0.647540	24.0000	18.7247	-1.15730
142.003	50.0000	0.00000	38.2333	-1.87090	34.0000	30.5066	-0.635460	21.0000	26.6394	1.06787	17.0000	25.8993	1.82079	27.0000	18.7240	-1.84545
142.058	51.0000	0.00000	38.2098	-2.00021	31.0000	30.4985	-0.0907200	28.0000	26.6362	-0.261920	23.0000	25.8967	0.571760	23.0000	18.7233	-0.964370
142.112	36.0000	0.00000	38.1863	0.346650	36.0000	30.4905	-1.00035	29.0000	26.6330	-0.463220	19.0000	25.8940	1.36078	16.0000	18.7226	0.613930
142.167	42.0000	0.00000	38.1630	-0.607530	28.0000	30.4825	0.463660	33.0000	26.6298	-1.23103	33.0000	25.8914	-1.40314	12.0000	18.7219	1.54212
142.222	33.0000	0.00000	38.1397	0.831340	27.0000	30.4746	0.650210	21.0000	26.6266	1.08061	30.0000	25.8887	-0.813270	18.0000	18.7212	0.167430
142.277	36.0000	0.00000	38.1165	0.349520	30.0000	30.4666	0.0878300	23.0000	26.6234	0.676750	29.0000	25.8861	-0.605540	21.0000	18.7205	-0.540620
142.332	32.0000	0.00000	38.0933	1.02348	29.0000	30.4587	0.277330	22.0000	26.6202	0.864610	32.0000	25.8834	-1.16521	14.0000	18.7199	1.17997
142.387	34.0000	0.00000	38.0702	0.683670	16.0000	30.4508	2.74735	42.0000	26.6171	-2.90135	19.0000	25.8808	1.30553	16.0000	18.7192	0.675120
142.442	30.0000	0.00000	38.0472	1.36023	26.0000	30.4430	0.833060	25.0000	26.6139	0.305610	28.0000	25.8781	-0.407520	20.0000	18.7185	-0.308800
142.497	36.0000	0.00000	38.0243	0.341090	31.0000	30.4352	-0.104690	35.0000	26.6108	-1.58228	25.0000	25.8755	0.170610	20.0000	18.7178	-0.302220
142.551	40.0000	0.00000	38.0015	-0.332570	26.0000	30.4274	0.825310	27.0000	26.6077	-0.0727200	33.0000	25.8729	-1.40985	7.00000	18.7171	2.76175
142.606	36.0000	0.00000	37.9787	0.315950	36.0000	30.4196	-1.02072	25.0000	26.6046	0.295700	21.0000	25.8702	0.989560	18.0000	18.7164	0.165820
142.661	38.0000	0.00000	37.9560	-0.00685000	35.0000	30.4119	-0.806880	31.0000	26.6015	-0.834570	27.0000	25.8676	-0.225480	21.0000	18.7158	-0.527130
142.716	35.0000	0.00000	37.9334	0.448500	33.0000	30.4042	-0.451870	23.0000	26.5984	0.678680	23.0000	25.8650	0.571730	25.0000	18.7151	-1.47682
142.771	44.0000	0.00000	37.9109	-0.932200	27.0000	30.3965	0.587320	32.0000	26.5953	-1.05101	22.0000	25.8624	0.767380	21.0000	18.7144	-0.540390
142.826	60.0000	0.00000	37.8884	-3.36331	39.0000	30.3889	-1.46018	25.0000	26.5922	0.308970	20.0000	25.8598	1.16167	20.0000	18.7137	-0.289230
142.881	52.0000	0.00000	37.8660	-2.16100	38.0000	30.3813	-1.30447	27.0000	26.5892	-0.0779500	28.0000	25.8571	-0.414960	17.0000	18.7130	0.385190
142.936	44.0000	0.00000	37.8437	-0.951200	32.0000	30.3737	-0.284540	28.0000	26.5861	-0.272660	27.0000	25.8545	-0.221820	14.0000	18.7124	1.07173
142.990	35.0000	0.00000	37.8214	0.435940	35.0000	30.3662	-0.822010	20.0000	26.5831	1.25661	27.0000	25.8519	-0.220950	18.0000	18.7117	0.165220
143.045	45.0000	0.00000	37.7993	-1.11852	38.0000	30.3586	-1.35791	28.0000	26.5801	-0.271050	34.0000	25.8493	-1.56538	24.0000	18.7110	-1.23900
143.100	32.0000	0.00000	37.7772	0.927730	30.0000	30.3511	0.0647100	36.0000	26.5770	-1.81719	32.0000	25.8467	-1.16984	18.0000	18.7103	0.169000
143.155	30.0000	0.00000	37.7551	1.27303	22.0000	30.3437	1.59269	23.0000	26.5740	0.689240	27.0000	25.8441	-0.221080	17.0000	18.7097	0.399290
143.210	35.0000	0.00000	37.7332	0.455530	25.0000	30.3362	1.02485	28.0000	26.5711	-0.278460	26.0000	25.8416	-0.0308100	18.0000	18.7090	0.163620
143.265	40.0000	0.00000	37.7113	-0.376830	26.0000	30.3288	0.841790	32.0000	26.5681	-1.05189	23.0000	25.8390	0.554400	18.0000	18.7083	0.162980
143.320	36.0000	0.00000	37.6895	0.280290	19.0000	30.3214	2.26429	20.0000	26.5651	1.25318	25.0000	25.8364	0.166170	15.0000	18.7077	0.871220
143.374	37.0000	0.00000	37.6677	0.110110	20.0000	30.3141	2.00149	27.0000	26.5621	-0.0858700	25.0000	25.8338	0.169420	23.0000	18.7070	-1.02786
143.429	34.0000	0.00000	37.6461	0.590610	29.0000	30.3068	0.250460	23.0000	26.5592	0.698020	19.0000	25.8312	1.40420	18.0000	18.7063	0.172440
143.484	43.0000	0.00000	37.6245	-0.855910	29.0000	30.2995	0.251640	23.0000	26.5563	0.705020	25.0000	25.8287	0.166470	19.0000	18.7057	-0.0721000
143.539	40.0000	0.00000	37.6029	-0.383290	25.0000	30.2922	1.01848	35.0000	26.5534	-1.71232	26.0000	25.8261	-0.0341100	17.0000	18.7050	0.412180
143.594	36.0000	0.00000	37.5815	0.252880	44.0000	30.2849	-2.57661	23.0000	26.5504	0.710090	22.0000	25.8235	0.749850	12.0000	18.7043	1.62604
143.649	42.0000	0.00000	37.5601	-0.724500	28.0000	30.2777	0.410570	23.0000	26.5475	0.717520	22.0000	25.8210	0.760820	11.0000	18.7037	1.88075
143.704	47.0000	0.00000	37.5388	-1.54846	20.0000	30.2706	1.83156	23.0000	26.5446	0.728620	36.0000	25.8184	-2.02288	17.0000	18.7030	0.415770
143.759	37.0000	0.00000	37.5175	0.0849500	29.0000	30.2634	0.222950	22.0000	26.5418	0.916530	34.0000	25.8158	-1.60849	22.0000	18.7023	-0.810460
143.813	36.0000	0.00000	37.4964	0.248630	31.0000	30.2563	-0.131710	26.0000	26.5389	0.112910	25.0000	25.8133	0.159840	14.0000	18.7017	1.14786
143.868	23.0000	0.00000	37.4753	2.40513	42.0000	30.2492	-2.12195	22.0000	26.5360	0.948120	18.0000	25.8107	1.49703	21.0000	18.7010	-0.536920
143.923	32.0000	0.00000	37.4542	0.917570	35.0000	30.2421	-0.857630	16.0000	26.5332	2.20701	20.0000	25.8082	1.12475	18.0000	18.7004	0.159290
143.978	41.0000	0.00000	37.4332	-0.619850	35.0000	30.2350	-0.843800	31.0000	26.5303	-0.920930	30.0000	25.8056	-0.837010	17.0000	18.6997	0.386570
144.033	32.0000	0.00000	37.4123	0.940590	23.0000	30.2280	1.26679	19.0000	26.5275	1.52251	26.0000	25.8031	-0.0400100	19.0000	18.6991	-0.0688400
144.088	36.0000	0.00000	37.3915	0.241420	33.0000	30.2210	-0.491260	24.0000	26.5247	0.511810	34.0000	25.8006	-1.67370	26.0000	18.6984	-1.67022
144.143	34.0000	0.00000	37.3707	0.571580	29.0000	30.2140	0.221650	22.0000	26.5219	0.894490	17.0000	25.7980	1.75961	20.0000	18.6978	-0.306000
144.198	27.0000	0.00000	37.3501	1.71971	30.0000	30.2071	0.0381600	30.0000	26.5191	-0.672680	22.0000	25.7955	0.736530	17.0000	18.6971	0.393980
144.252	37.0000	0.00000	37.3294	0.0548200	35.0000	30.2002	-0.894740	30.0000	26.5163	-0.677450	26.0000	25.7930	-0.0404300	20.0000	18.6965	-0.301710
144.307	37.0000	0.00000	37.3089	0.0518000	26.0000	30.1933	0.772770	25.0000	26.5135	0.283230	23.0000	25.7904	0.542630	14.0000	18.6958	1.09012
144.362	37.0000	0.00000	37.2884	0.0480600	24.0000	30.1864	1.14878	33.0000	26.5107	-1.23125	27.0000	25.7879	-0.241350	12.0000	18.6952	1.62382
144.417	45.0000	0.00000	37.2679	-1.28275	30.0000	30.1795	0.0339300	27.0000	26.5080	-0.0931700	34.0000	25.7854	-1.62496	22.0000	18.6945	-0.820690
144.472	40.0000	0.00000	37.2476	-0.443910	29.0000	30.1727	0.219890	28.0000	26.5052	-0.284750	27.0000	25.7829	-0.236190	18.0000	18.6939	0.171690
144.527	27.0000	0.00000	37.2273	1.62386	29.0000	30.1659	0.221670	38.0000	26.5025	-2.23114	28.0000	25.7804	-0.429830	18.0000	18.6932	0.173310
144.582	40.0000	0.00000	37.2071	-0.442220	29.0000	30.1592	0.216080	17.0000	26.4998	1.85909	23.0000	25.7779	0.534600	12.0000	18.6926	1.61268
144.637	37.0000	0.00000	37.1869	0.0298400	20.0000	30.1525	1.88166	23.0000	26.4971	0.705710	20.0000	25.7754	1.11607	13.0000	18.6919	1.34160
144.691	46.0000	0.00000	37.1668	-1.43714	34.0000	30.1457	-0.714350	27.0000	26.4943	-0.101810	31.0000	25.7729	-1.02294	18.0000	18.6913	0.169330
144.746	48.0000	0.00000	37.1468	-1.77627	28.0000	30.1391	0.393460	21.0000	26.4916	1.10324	27.0000	25.7704	-0.238120	17.0000	18.6907	0.410040
144.801	39.0000	0.00000	37.1268	-0.302540	36.0000	30.1324	-1.07728	21.0000	26.4889	1.12565	26.0000	25.7679	-0.0456200	25.0000	18.6900	-1.55603
144.856	31.0000	0.00000	37.1069	0.979290	27.0000	30.1258	0.577130	19.0000	26.4863	1.49725	25.0000	25.7654	0.149460	19.0000	18.6894	-0.0750900
144.911	32.0000	0.00000	37.0871	0.816920	30.0000	30.1191	0.0216300	28.0000	26.4836	-0.299320	28.0000	25.7629	-0.428770	10.0000	18.6887	2.06718
144.966	36.0000	0.00000	37.0673	0.173910	33.0000	30.1125	-0.539290	29.0000	26.4809	-0.499390	32.0000	25.7604	-1.21592	21.0000	18.6881	-0.553530
145.021	36.0000	0.00000	37.0476	0.173010	30.0000	30.1060	0.0196800	29.0000	26.4783	-0.489350	21.0000	25.7579	0.937110	13.0000	18.6874	1.35313
145.075	45.0000	0.00000	37.0280	-1.32867	26.0000	30.0995	0.754060	28.0000	26.4756	-0.291570	26.0000	25.7554	-0.0473600	18.0000	18.6868	0.163400
145.130	36.0000	0.00000	37.0084	0.165540	29.0000	30.0929	0.200660	29.0000	26.4730	-0.474740	29.0000	25.7529	-0.624900	18.0000	18.6862	0.162240
145.185	36.0000	0.00000	36.9889	0.159730	19.0000	30.0865	2.06664	25.0000	26.4704	0.278990	23.0000	25.7505	0.527160	16.0000	18.6855	0.616110
145.240	39.0000	0.00000	36.9695	-0.333310	31.0000	30.0800	-0.173520	31.0000	26.4678	-0.859930	22.0000	25.7480	0.722790	19.0000	18.6849	-0.0722900
145.295	33.0000	0.00000	36.9501	0.650370	41.0000	30.0736	-2.06901	28.0000	26.4652	-0.288910	34.0000	25.7455	-1.57886	25.0000	18.6843	-1.42015
145.350	41.0000	0.00000	36.9308	-0.669980	28.0000	30.0672	0.392210	28.0000	26.4626	-0.295270	28.0000	25.7430	-0.432580	21.0000	18.6837	-0.528330
145.405	43.0000	0.00000	36.9115	-1.00396	22.0000	30.0608	1.53868	23.0000	26.4600	0.668630	30.0000	25.7406	-0.809790	20.0000	18.6830	-0.297810
145.460	25.0000	0.00000	36.8924	1.94345	27.0000	30.0544	0.560780	29.0000	26.4574	-0.477670	29.0000	25.7381	-0.610410	21.0000	18.6824	-0.521140
145.514	34.0000	0.00000	36.8732	0.470240	28.0000	30.0481	0.376020	33.0000	26.4549	-1.23692	25.0000	25.7357	0.137130	20.0000	18.6818	-0.298100
145.569	45.0000	0.00000	36.8542	-1.33516	25.0000	30.0417	0.945330	18.0000	26.4523	1.61342	25.0000	25.7332	0.136940	13.0000	18.6811	1.27388
145.624	35.0000	0.00000	36.8352	0.300800	26.0000	30.0354	0.747930	26.0000	26.4497	0.0848200	33.0000	25.7307	-1.36834	21.0000	18.6805	-0.521560
145.679	42.0000	0.00000	36.8162	-0.852210	39.0000	30.0292	-1.64394	39.0000	26.4472	-2.34907	31.0000	25.7283	-0.984610	18.0000	18.6799	0.148760
145.734	38.0000	0.00000	36.7974	-0.195380	31.0000	30.0229	-0.176760	28.0000	26.4447	-0.291620	24.0000	25.7258	0.325510	17.0000	18.6793	0.375490
145.789	32.0000	0.00000	36.7785	0.776320	30.0000	30.0167	0.00299000	23.0000	26.4422	0.665180	33.0000	25.7234	-1.35644	28.0000	18.6786	-2.08432
145.844	41.0000	0.00000	36.7598	-0.688860	34.0000	30.0105	-0.715250	34.0000	26.4396	-1.44025	24.0000	25.7209	0.323950	20.0000	18.6780	-0.286970
145.899	41.0000	0.00000	36.7411	-0.697030	28.0000	30.0043	0.359350	27.0000	26.4371	-0.106800	34.0000	25.7185	-1.61382	30.0000	18.6774	-2.47080
145.953	33.0000	0.00000	36.7225	0.611050	34.0000	29.9982	-0.723950	28.0000	26.4346	-0.304400	24.0000	25.7161	0.334410	13.0000	18.6768	1.18945
146.008	34.0000	0.00000	36.7039	0.444520	34.0000	29.9921	-0.719850	18.0000	26.4322	1.64666	31.0000	25.7136	-1.04572	20.0000	18.6761	-0.274060
146.063	45.0000	0.00000	36.6854	-1.35677	24.0000	29.9860	1.06748	25.0000	26.4297	0.271810	20.0000	25.7112	1.16311	24.0000	18.6755	-1.12389
146.118	30.0000	0.00000	36.6669	1.11116	26.0000	29.9799	0.712260	28.0000	26.4272	-0.301450	16.0000	25.7088	1.95044	19.0000	18.6749	-0.0682800
146.173	40.0000	0.00000	36.6486	-0.553470	34.0000	29.9738	-0.699690	27.0000	26.4247	-0.109810	31.0000	25.7064	-1.08056	34.0000	18.6743	-3.35323
146.228	37.0000	0.00000	36.6302	-0.0607900	35.0000	29.9678	-0.889580	26.0000	26.4223	0.0821200	17.0000	25.7039	1.80619	22.0000	18.6737	-0.729740
146.283	37.0000	0.00000	36.6120	-0.0641800	34.0000	29.9618	-0.734560	36.0000	26.4199	-1.85519	20.0000	25.7015	1.19173	20.0000	18.6731	-0.290330
146.337	27.0000	0.00000	36.5938	1.61907	32.0000	29.9558	-0.368470	30.0000	26.4174	-0.688050	30.0000	25.6991	-0.896800	22.0000	18.6724	-0.742010
146.392	47.0000	0.00000	36.5756	-1.74279	45.0000	29.9498	-2.65133	29.0000	26.4150	-0.496460	27.0000	25.6967	-0.267910	14.0000	18.6718	1.04756
146.447	36.0000	0.00000	36.5575	0.0936500	24.0000	29.9439	1.05625	19.0000	26.4126	1.41495	17.0000	25.6943	1.83518	12.0000	18.6712	1.57242
146.502	30.0000	0.00000	36.5395	1.07996	18.0000	29.9380	2.14797	20.0000	26.4102	1.23618	28.0000	25.6918	-0.486000	21.0000	18.6706	-0.550750
146.557	32.0000	0.00000	36.5215	0.738910	29.0000	29.9321	0.166510	29.0000	26.4078	-0.509470	21.0000	25.6894	0.963940	17.0000	18.6700	0.387680
146.612	36.0000	0.00000	36.5036	0.0797400	39.0000	29.9262	-1.64451	28.0000	26.4054	-0.316820	22.0000	25.6870	0.766950	17.0000	18.6694	0.391070
146.667	37.0000	0.00000	36.4858	-0.0823400	29.0000	29.9203	0.172900	30.0000	26.4030	-0.729190	20.0000	25.6846	1.19401	17.0000	18.6687	0.386240
